id_question,question,option1,option2,option3,option4,option5,option6,label,level
135541_3,"توفي عن: ابن (العدد 1)، بنت (العدد 2)، زوجة (العدد 1)
كم عدد أسهم الزوجة من مجموع الأسهم؟",A) سهمان,B) ثلاثة أسهم,C) أربعة أسهم,D) خمسة أسهم,E) ستة أسهم,F) سبعة أسهم,C,Intermediate
164087_8,"توفيت عن زوج و 3 بنات وأخت شقيقة وأخ من الأب، وقسمت التركة على ستة وثلاثين سهما.
كم عدد أسهم الأخت الشقيقة؟",A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) ستة أسهم,E) ثمانية أسهم,F) تسعة أسهم,C,Intermediate
71147_3,توفي عن زوجته وخمس بنات وولدا وكذلك أمه وأباه: ما نصيب الأب إذا كان راتب التقاعد من حقوق الميت؟,A) النصف,B) الربع,C) السدس,D) الثمن,E) الثلث,F) الثلثان,C,Beginner
217762_2,"توفيت عن: 3 أبناء، أب، 4 أخ شقيق، 1 أخ من الأب، 1 عم (شقيق للأب)، زوج، 4 أخت شقيقة، 1 أخت من الأب.
ما هو نصيب الأب؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) الثلثان,D,Beginner
494770_5,"توفي عن أم، وأخوين شقيقين، وأخت شقيقة، وأخ لأم.
كم عدد أسهم الأخت الشقيقة من مجموع الأسهم؟",A) 4 أسهم,B) 5 أسهم,C) 6 أسهم,D) 8 أسهم,E) 10 أسهم,F) 3 أسهم,A,Intermediate
283306_1,توفي عن زوجته، وثلاث بنات، وابن واحد، وترك تركة بقيمة 700000. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوجة: 100000، الابن: 300000، كل بنت: 100000,B) الزوجة: 87500، الابن: 200000، كل بنت: 137500,C) الزوجة: 100000، الابن: 250000، كل بنت: 116667,D) الزوجة: 87500، الابن: 245000، كل بنت: 122500,E) الزوجة: 87500، الابن: 350000، كل بنت: 87500,F) الزوجة: 5 أسهم، الابن: 14 سهما، كل بنت: 7 أسهم,D,Advanced
342454_6,"توفي عن: 5 بنات، 1 زوجة
كم سهما للبنات في المجموع من تصحيح التركة 40؟",A) 7,B) 14,C) 21,D) 28,E) 35,F) 40,E,Intermediate
133302_1,توفي عن ابن ابن، وجد (أب الأب)، وأخ شقيق، وأخ من الأب، وبنت، وأخت شقيقة. ما هو النصيب النهائي لكل وارث من التركة؟,A) الجد: سهم واحد، البنت: سهمان، ابن الابن: ثلاثة أسهم، الأخ الشقيق: لا شيء، الأخ من الأب: لا شيء، الأخت الشقيقة: لا شيء.,B) الجد: سهم واحد، البنت: ثلاثة أسهم، ابن الابن: سهم واحد، الأخ الشقيق: سهم واحد، الأخ من الأب: لا شيء، الأخت الشقيقة: لا شيء.,C) الجد: سهم واحد، البنت: ثلاثة أسهم، ابن الابن: سهمان، الأخ الشقيق: سهم واحد، الأخ من الأب: لا شيء، الأخت الشقيقة: لا شيء.,D) الجد: سهم واحد، البنت: ثلاثة أسهم، ابن الابن: سهمان، الأخ الشقيق: لا شيء، الأخ من الأب: لا شيء، الأخت الشقيقة: لا شيء.,E) الجد: سهمان، البنت: ثلاثة أسهم، ابن الابن: سهم واحد، الأخ الشقيق: لا شيء، الأخ من الأب: لا شيء، الأخت الشقيقة: لا شيء.,F) الجد: سهم واحد، البنت: ثلاثة أسهم، ابن الابن: سهمان، الأخ الشقيق: لا شيء، الأخ من الأب: لا شيء، الأخت الشقيقة: سهم واحد.,D,Advanced
154497_5,"توفي عن بنت واحدة، أخت شقيقة واحدة، 3 إخوة أشقاء، عم شقيق واحد، ابن عم شقيق واحد.
كم عدد أسهم الأخت الشقيقة من التركة؟",A) 1,B) 2,C) 3,D) 4,E) 5,F) 6,A,Intermediate
344539_4,توفي عن أبناء، وزوجة: إذا كان الميت قد وهب عقارًا لأحد أبنائه هبة مستوفية للشروط الشرعية في حياته، فهل يعتبر هذا العقار جزءًا من التركة بعد وفاته؟,A) نعم، يجب إعادته إلى التركة.,B) نعم، ولكن الابن الذي تلقى الهبة يأخذ نصيبًا أكبر.,C) لا، هو حق للابن الذي تلقى الهبة الصحيحة وحده وليس من التركة.,D) يعتمد ذلك على قيمة العقار.,E) يعتمد ذلك على موافقة باقي الورثة.,F) يعتمد ذلك على المدة التي مرت على الهبة.,C,Beginner
117431_6,توفيت عن أم، وأخت شقيقة، وثلاثة إخوة أشقاء: هل يجوز منع الأخت الشقيقة من الميراث؟,A) نعم، يجوز.,B) لا، لا يجوز.,C) يجوز إذا أوصى المورث بذلك.,D) يجوز إذا وافقت الأم والإخوة.,E) يجوز إذا كان المنع بقصد الإضرار بها.,F) يجوز إذا كان المال قليلاً.,B,Beginner
105800_2,توفيت عن ابن وبنت غير شقيقين ولم تترك وارثا غيرهم كزوج أو أب أو أم. ما نصيب البنت من التركة؟,A) النصف,B) الثلث,C) الثلثان,D) الربع,E) السدس,F) الثمن,B,Beginner
385726_3,توفي عن أبناء وبنات، وكان قد اشتري نصيب الأعمام في منزله بمال الأبناء والبنات، ولم يعتبر هذا الشراء هبة للأب بل ملكاً لمن اشتراه: لمن يكون نصيب الأعمام الذي تم شراؤه؟,A) يكون لمن اشتراه.,B) يقسم بين ورثة الأب القسمة الشرعية.,C) يكون للذكور فقط من الأبناء.,D) يكون للبنات فقط من الأبناء.,E) يقسم بالتساوي بين الأبناء والبنات.,F) يكون للأب قبل وفاته.,A,Beginner
140390_2,"توفي عن 4 أبناء و 3 بنات وزوجة.
كم عدد أسهم الزوجة من مجموع الأسهم؟",A) 7,B) 11,C) 14,D) 88,E) 3,F) 4,B,Intermediate
95683_1,توفي عن زوجة، أم، أولاد: ما نصيب الزوجة من تركة زوجها لوجود الأولاد؟,A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا ترث,C,Beginner
123946_1,"توفي عن ولد، وبنتين، وأم، وزوجة، وإخوة
ما نصيب الأم من الميراث؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا شيء,D,Beginner
140844_1,توفي عن ورثة من الرجال: (ابن أخ شقيق) العدد 12، وورثة من النساء: (أخت شقيقة) العدد 2. ما هو النصيب النهائي لكل وارث من التركة؟,A) الأخت الشقيقة: 24 سهماً، ابن الأخ الشقيق: سهم واحد,B) الأخت الشقيقة: 12 سهماً، ابن الأخ الشقيق: سهمان,C) الأخت الشقيقة: 6 سهماً، ابن الأخ الشقيق: سهم واحد,D) الأخت الشقيقة: 12 سهماً، ابن الأخ الشقيق: نصف سهم,E) الأخت الشقيقة: 8 سهماً، ابن الأخ الشقيق: 2 سهماً,F) الأخت الشقيقة: 12 سهماً، ابن الأخ الشقيق: سهم واحد,F,Advanced
102052_2,"توفي شخص وورثه اثنان هما: شخص وأخته. وقُسم العقار الموروث بينهما على وجه صحيح شرعا، فأخذ الشخص الطابق السفلي وأخذت أخته الطابق العلوي.
إذا باع الشخص الذي أخذ الطابق السفلي نصيبه، فما الحق الثابت لأخته التي أخذت الطابق العلوي بناء على القسمة الصحيحة؟",A) حق الاعتراض على البيع.,B) حق إبطال البيع.,C) حق الشفعة.,D) حق المطالبة بنصيب من ثمن البيع.,E) حق منع المشتري من استخدام الطابق السفلي.,F) لا يثبت لها أي حق يتعلق بالبيع.,C,Beginner
275542_10,توفي عن: 4 أبناء، 3 بنات: في حال أن الأب جعل الأولاد المشاركين في البناء شركاء له في الأرض التي بنيت عليها المحلات، وتم تقسيم المحلات بأرضها، فكم عدد الأسهم التي تمثل حصة البنت المشاركة في البناء من المحلات بأرضها؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) ستة أسهم,A,Intermediate
72422_2,توفي عن بنتان وأربعة أولاد. ما نسبة نصيب البنت إلى نصيب الابن؟,A) النصف,B) الضعف,C) الثلث,D) الربع,E) متساويان,F) ثلاثة أضعاف,A,Beginner
114627_3,"توفي عن زوجة وثلاث بنات وأخ وأخوات
ما نصيب الأخ والأخوات؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) الباقي,F,Beginner
177473_4,توفي عن 2 أخ من الأب، أم، 1 أخت من الأب، 2 أخت من الأم: كم عدد أسهم الأختين من الأم مجتمعتين؟,A) خمسة أسهم,B) ستة أسهم,C) ثمانية أسهم,D) عشرة أسهم,E) اثنا عشر سهما,F) خمسة عشر سهما,D,Intermediate
128465_1,"توفي عن: 4 أبناء، 2 ابن ابن، 4 بنات، 2 بنت ابن، 3 زوجات.
ما نصيب الزوجات من التركة؟",A) الربع,B) الثمن,C) السدس,D) النصف,E) الثلث,F) لا يرثن,B,Beginner
494425_1,"توفي عن ابن واحد وبنتين وأخوين شقيقين وابن أخ شقيق وابن عم شقيق وأختين شقيقتين.
ما هو نصيب الابن الواحد من التركة؟",A) 1/4 التركة,B) 1/3 التركة,C) 1/2 التركة,D) 2/3 التركة,E) جميع التركة,F) لا شيء,C,Advanced
118165_5,"توفي عن زوجة وثلاثة أبناء وثلاث بنات.
على كم سهماً تقسم التركة؟",A) 24 سهماً,B) 48 سهماً,C) 72 سهماً,D) 36 سهماً,E) 60 سهماً,F) 84 سهماً,C,Intermediate
145925_2,"توفي عن أم، وزوجة، وبنت، وستة أشقاء، وثلاث شقيقات، وثلاث إخوة لأب، وأخت لأب.
ما هو نصيب الزوجة فرضاً؟",A) النصف,B) الثلث,C) الربع,D) السدس,E) الثمن,F) الثلثان,E,Beginner
145003_3,توفي عن شقيق، وشقيقة، وأربع بنات أخ شقيق. ما نصيب بنات الأخ الشقيق؟,A) النصف,B) الثلث,C) الثلثان,D) الربع,E) السدس,F) لا شيء,F,Beginner
301885_5,توفي عن زوجة، وابنين، وأربع بنات. على كم سهما تقسم التركة؟,A) 8,B) 16,C) 32,D) 48,E) 64,F) 128,E,Intermediate
57707_2,"توفيت عن: ابن وأربع بنات
ما هو نصيب إحدى البنات من تركة الأم؟",A) النصف,B) الثلث,C) الربع,D) الثمن,E) السدس,F) الثلثان,E,Beginner
130603_8,"توفي عن: 5 ابن, 1 أخ شقيق, 3 أخ من الأب, 2 ابن أخ شقيق, 2 ابن أخ من الأب, 5 بنت, 1 زوجة, 6 أخت شقيقة, 5 أخت من الأب. ما هو حال الأخت من الأب؟",A) ترث النصف,B) ترث الثلثين,C) ترث بالتعصيب مع الغير,D) محجوبة,E) ترث السدس,F) ترث بالرد,D,Beginner
374293_1,توفي عن: 2 ابن ابن، 3 بنات، 3 بنات ابن، وزوجة واحدة. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوجة: سبعون سهمًا، البنت: مائة سهم، ابن الابن: خمسة وعشرون سهمًا، بنت الابن: عشرون سهمًا.,B) الزوجة: ستون سهمًا، البنت: مائة وعشرة أسهم، ابن الابن: خمسة وثلاثون سهمًا، بنت الابن: عشرة أسهم.,C) الزوجة: خمسة وستون سهمًا، البنت: مائة وخمسة عشر سهمًا، ابن الابن: خمسة وعشرون سهمًا، بنت الابن: عشرون سهمًا.,D) الزوجة: ثلاثة وستون سهمًا، البنت: مائة واثنا عشر سهمًا، ابن الابن: ثلاثون سهمًا، بنت الابن: خمسة عشر سهمًا.,E) الزوجة: خمسون سهمًا، البنت: مائة وعشرون سهمًا، ابن الابن: أربعون سهمًا، بنت الابن: عشرون سهمًا.,F) الزوجة: سبعون سهمًا، البنت: مائة وعشرة أسهم، ابن الابن: ثلاثون سهمًا، بنت الابن: خمسة عشر سهمًا.,D,Advanced
4582_6,توفي عن زوجة وثلاث أخوات وابن عم. إذا قسمت التركة على اثني عشر سهماً، فكم سهماً لابن العم؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) ستة أسهم,F) ثمانية أسهم,A,Intermediate
195379_4,توفي عن بنتين، وأختين، وأخوين. كم عدد أسهم كل واحدة من البنتين؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) ستة أسهم,F) اثنا عشر سهماً,E,Intermediate
200149_7,توفيت عن: زوج، 5 أبناء أخ شقيق، 1 ابن عم شقيق. إذا قسمت التركة على عشرة أسهم، فكم سهماً لأبناء الأخ الشقيق الخمسة مجتمعين؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) ستة أسهم,E,Intermediate
146549_1,توفي عن أم، وزوجة، وابنان، وأخ شقيق، وثلاث شقيقات. ما هو النصيب النهائي لكل وارث من التركة؟,A) أم: ستة أسهم، الزوجة: ثمانية أسهم، الابنان: لكل ابن سبعة عشر سهما، الأخ الشقيق: لا شيء، ثلاث شقيقات: لا شيء.,B) أم: ثمانية أسهم، الزوجة: ستة أسهم، الابنان: لكل ابن خمسة عشر سهما، الأخ الشقيق: سهمان، ثلاث شقيقات: لا شيء.,C) أم: الخمس، الزوجة: الثمن، الابنان: الباقي، الأخ الشقيق: لا شيء، ثلاث شقيقات: لا شيء.,D) أم: ثمانية أسهم، الزوجة: ستة أسهم، الابنان: لكل ابن سبعة عشر سهما، الأخ الشقيق: لا شيء، ثلاث شقيقات: لا شيء.,E) أم: سبعة أسهم، الزوجة: خمسة أسهم، الابنان: لكل ابن ثمانية عشر سهما، الأخ الشقيق: لا شيء، ثلاث شقيقات: لا شيء.,F) أم: ثمانية أسهم، الزوجة: ستة أسهم، الابنان: لكل ابن ستة عشر سهما، الأخ الشقيق: سهم واحد، ثلاث شقيقات: سهم واحد.,D,Advanced
352615_1,توفيت عن: زوج، أخ شقيق، أخ من الأب، أختين من الأب. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوج: النصف، الأخ الشقيق: الباقي، الأخ من الأب: الباقي، الأختين من الأب: لا شيء.,B) الزوج: الربع، الأخ الشقيق: الباقي، الأخ من الأب: لا شيء، الأختين من الأب: لا شيء.,C) الزوج: النصف، الأخ الشقيق: الباقي، الأخ من الأب: لا شيء، الأختين من الأب: النصف.,D) الزوج: النصف، الأخ الشقيق: الباقي، الأخ من الأب: لا شيء، الأختين من الأب: لا شيء.,E) الزوج: النصف، الأخ الشقيق: لا شيء، الأخ من الأب: الباقي، الأختين من الأب: لا شيء.,F) الزوج: النصف، الأخ الشقيق: الباقي، الأخ من الأب: السدس، الأختين من الأب: الثلثين.,D,Advanced
484000_5,"توفي عن ثلاثة أبناء وبنتين، ثم توفي أحد الأبناء عن زوجة وبنتين وأخويه وأختيه
ما هو نصيب زوجة الابن المتوفى من مجموع أسهم التركة النهائية؟",A) سبعة وسبعون سهماً,B) ثمانية عشر سهماً,C) ستة وتسعون سهماً,D) مائة وأربعة وخمسون سهماً,E) ثمانية وأربعون سهماً,F) خمسمائة وستة وسبعون سهماً,B,Intermediate
399130_10,"توفيت عن: 3 أبناء، 4 أبناء ابن، أخ شقيق واحد، أخ من الأب واحد، 6 أبناء أخ من الأب، بنتان، بنتا ابن اثنتان، أخت من الأب واحدة.
بناءً على الورثة الذين يرثون، كم عدد الأسهم التي يحصل عليها كل ابن؟",A) 1,B) 2,C) 3,D) 4,E) 5,F) 6,B,Intermediate
301267_3,توفي عن زوجتين وأربعة أبناء وست بنات. كم عدد السهام التي تقسم عليها التركة؟,A) 8,B) 12,C) 14,D) 16,E) 24,F) 32,D,Intermediate
69913_6,"توفي عن بنتان وزوجة وأب وأم وإخوة ذكور وأخت
ما هو حال ميراث الأخت؟",A) يرث,B) لا يرث,C) محجوب,D) يرث بالفرض,E) يرث بالتعصيب,F) لا يرث بالفرض ولا بالتعصيب,B,Beginner
191139_3,"توفي عن: أب، وأخ لأب.
ما هو نصيب الأخ لأب؟",A) النصف,B) الثلث,C) السدس,D) الباقي تعصيباً,E) لا يرث,F) الربع,E,Beginner
406885_2,توفيت عن: زوج، أم الزوجة، ابن قاصر، بنت قاصرة: هل أم الزوجة ترث من الملابس؟,A) نعم، هي من الورثة.,B) لا ترث أم الزوجة من الملابس.,C) ترث أم الزوجة فقط إذا لم يكن هناك أبناء.,D) ترث أم الزوجة فقط إذا لم يكن هناك زوج.,E) ترث أم الزوجة جزءًا محددًا بالثلث.,F) ترث أم الزوجة جزءًا محددًا بالسدس.,A,Beginner
101900_1,توفيت عن زوج، وبنت واحدة، وإخوة وأخوات. ما هو النصيب النهائي لكل وارث من التركة؟,A) البنت: النصف، الزوج: الربع، الإخوة والأخوات: الباقي,B) البنت: الثلثين، الزوج: الربع، الإخوة والأخوات: الباقي,C) البنت: النصف، الزوج: الثمن، الإخوة والأخوات: الباقي,D) البنت: الربع، الزوج: النصف، الإخوة والأخوات: الباقي,E) البنت: النصف، الزوج: الربع، الإخوة والأخوات: محجوبون,F) البنت: النصف، الزوج: الربع، الإخوة والأخوات: السدس,A,Advanced
266617_9,توفي عن زوج، 2 أخ شقيق، 1 أخت شقيقة، 1 أخت من الأب، 10 ابن أخ شقيق: ما نصيب الأخت الشقيقة من التركة كلها؟,A) 1/5,B) 1/10,C) 1/8,D) 1/6,E) 1/4,F) لا ترث,B,Advanced
295006_4,"توفي عن ست بنات، وابني عم شقيق، وستة أبناء عم من الأب.
ما هو نصيب ابني العم الشقيق؟",A) الثلث,B) الربع,C) السدس,D) ما بقي تعصيبا,E) لا شيء,F) النصف,D,Beginner
70369_1,توفي عن أمّ ، وستة أخوة لأم ، وخمسة عشر أخا لأب ، وصافي التركة 4800 ريال. ما نصيب الأم؟,A) النصف,B) الثلث,C) السدس,D) الربع,E) الثمن,F) لا ترث,C,Beginner
404347_6,"توفيت عن زوج، وأخ لأم، وأبناء أخ شقيق متوفى.
ما نصيب أبناء الأخ الشقيق المتوفى؟",A) 1/4,B) 1/8,C) 1/2,D) 1/6,E) 1/3,F) لا يرث,E,Advanced
46386_1,"توفي عن بنت واحدة وعمان وعمة وابن أخ وأخ ابن أخ وأخت بنت أخ.
ما نصيب البنت الواحدة؟",A) الثلث,B) الربع,C) النصف,D) الثلثان,E) السدس,F) لا ترث,C,Beginner
466279_2,توفي عن 5 أبناء و 3 بنات. ما نصيب البنت الواحدة من أسهم التركة؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) ستة أسهم,A,Intermediate
249526_3,"توفي عن: 4 أبناء، أم، 1 بنت
كم عدد أسهم الأم؟",A) 1,B) 5,C) 6,D) 10,E) 9,F) 54,E,Intermediate
69331_1,توفي عن زوجة وأب وأم وبنتين: ما نصيب الزوجة؟,A) 1/2,B) 1/3,C) 1/4,D) 1/6,E) 1/8,F) 2/3,E,Advanced
148745_8,"توفيت عن زوج وأم وابن وبنت وأخ شقيق وأخت شقيقة.
ما صفة ميراث الزوج؟",A) فرض,B) تعصيب,C) وصية,D) دين,E) حجب,F) لا شيء,A,Beginner
497350_2,توفي عن ابن وبنت وزوجة: كيف يقتسم الابن والبنت باقي التركة بعد نصيب الزوجة؟,A) بالفرض,B) بالرحم,C) بالتعصيب,D) بالوصية,E) بالحجب,F) بالرد,C,Beginner
472732_6,"توفي عن أخت شقيقة، و2 إخوة لأم، وابني أخ من الأب.
كم عدد السهام التي لابني الأخ من الأب مجتمعين من التركة؟",A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) ستة أسهم,F) اثنا عشر سهماً,B,Intermediate
461653_5,توفيت عن بنتين، وزوجٍ، وأربع شقيقاتٍ. قُسّمت التركة على ثمانيةٍ وأربعين سهماً. كم عدد أسهم البنت الواحدة؟,A) 8,B) 12,C) 14,D) 16,E) 18,F) 20,D,Intermediate
127252_5,"توفي عن ثلاثة أولاد، وثلاث بنات، وبنت ابن.
من الذي حجب بنت الابن من الميراث؟",A) الأب فقط,B) الأم فقط,C) الزوجة فقط,D) الابن المباشر فقط,E) البنات فقط,F) الابن المباشر والبنات,F,Beginner
127727_4,"توفي عن: 4 أبناء، 6 بنات، 1 زوجة، 7 أبناء ابن، 10 بنات ابن، 1 أخ من الأب، 1 أخت شقيقة.
هل يرث أبناء الابن؟",A) نعم، يرثون بالتعصيب,B) نعم، يرثون بالفرض,C) نعم، يرثون مع الأبناء,D) لا يرثون شيئاً,E) يرثون السدس,F) يرثون الباقي بعد أصحاب الفروض,D,Beginner
110941_1,"توفي عن جدة وأم وثلاثة ذكور وثلاث بنات، وترك مبلغ 175 ألف.
ما نصيب الأم من التركة؟",A) النصف,B) الثلث,C) الربع,D) السدس,E) الثمن,F) الثلثين,D,Beginner
375301_3,"توفي عن أم، بنت عدد 2، زوجة، أخ شقيق عدد 2، ابن أخ شقيق عدد 3، أخت شقيقة.
ما نصيب الزوجة فرضًا؟",A) السدس,B) الربع,C) الثمن,D) النصف,E) الثلث,F) لا شيء,C,Beginner
430798_3,"توفي جدي عن: ابن (أبي)، ابن (عمي)، ٥ بنات (أخوات)، جدة (جدتي)، أبناء ابن (أنا وأخواي).
بناءً على كون نصيب العم  نصيب مشاع من البيت وليس نصيبه معيناً في الطابق الأرضي، فما هو حق العم في بناء الطابق الثالث وما فوقه؟",A) له الحق الكامل في البناء وحده,B) ليس له حق في البناء,C) الحق للأب وحده,D) الحق لأبناء الابن وحدهم,E) الحق مشترك بينه وبين الأب,F) الحق مشترك بينه وبين أبناء الابن,E,Beginner
157299_7,توفيت عن: 3 أبناء، زوج، 4 بنات، أخت من أم: كم سهما لكل بنت؟,A) 1,B) 2,C) 3,D) 4,E) 5,F) 6,C,Intermediate
16007_1,توفي عن زوجة، و6 أبناء، و3 بنات. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوجة: الربع، الأبناء والبنات: الباقي بالتساوي.,B) الزوجة: الثمن، الأبناء والبنات: الباقي للذكر مثل حظ الأنثيين.,C) الزوجة: السدس، الأبناء: النصف، البنات: النصف.,D) الزوجة: الثمن، الأبناء: الباقي، البنات: لا شيء.,E) الزوجة: النصف، الأبناء والبنات: الباقي.,F) الزوجة: الثمن، الأبناء والبنات: الباقي، والبنت المعاقة لها نصيب خاص.,B,Advanced
321961_3,"توفي عن أمًّا، وزوجة، وخمس بنات، وأخوين، وأختين.
ما هو نصيب الزوجة فرضًا؟",A) السدس,B) الربع,C) النصف,D) الثلث,E) الثمن,F) لا شيء,E,Beginner
115721_8,"توفي عن أم وزوجة وأربع بنات وخمسة أشقاء وأربع شقيقات
كم عدد سهام كل أخ شقيق من أصل 336 سهما؟",A) 42,B) 56,C) 10,D) 4,E) 224,F) 2,F,Intermediate
393097_1,توفي عن أخت شقيقة، وبنتين لأخ شقيق، وبنتين، وابن أخت شقيقة، وابن خالة، ما هو النصيب النهائي لكل وارث من التركة؟,A) الأخت الشقيقة: التركة كلها. بنتان لأخ شقيق: لا شيء. بنتان: لا شيء. ابن أخت شقيقة: لا شيء. ابن خالة: لا شيء.,B) الأخت الشقيقة: النصف. بنتان: النصف. بنتان لأخ شقيق: لا شيء. ابن أخت شقيقة: لا شيء. ابن خالة: لا شيء.,C) الأخت الشقيقة: النصف. بنتان لأخ شقيق: الباقي تعصيباً. بنتان: لا شيء. ابن أخت شقيقة: لا شيء. ابن خالة: لا شيء.,D) الأخت الشقيقة: النصف. بنتان: لا شيء. بنتان لأخ شقيق: لا شيء. ابن أخت شقيقة: الباقي تعصيباً. ابن خالة: لا شيء.,E) الأخت الشقيقة: النصف. بنتان: لا شيء. بنتان لأخ شقيق: لا شيء. ابن أخت شقيقة: لا شيء. ابن خالة: الباقي تعصيباً.,F) الأخت الشقيقة: النصف. بنتان: النصف. بنتان لأخ شقيق: الباقي تعصيباً. ابن أخت شقيقة: لا شيء. ابن خالة: لا شيء.,A,Beginner
118986_4,توفي عن ابنة واحدة ووالديه: ما هو نصيب البنت الواحدة؟,A) النصف,B) الثلث,C) الثلثان,D) الربع,E) السدس,F) الثمن,A,Beginner
139385_8,توفيت عن أم، بنت (1)، زوجة (1)، جدة (أم الأم)، أخت شقيقة (2)، أخ شقيق (4)، ابن أخ شقيق (2). كم عدد أسهم الأخت الشقيقة الواحدة من أصل 48 سهما؟,A) 8 أسهم,B) 6 أسهم,C) 24 سهما,D) سهم واحد,E) سهمان,F) لا شيء,D,Intermediate
171721_6,"توفي عن أبناء وورثة آخرين. حدثت قسمة للتركة وفيها خلاف.
ما هو الإجراء الموصى به في مثل هذه الحالة؟",A) إعادة القسمة مباشرة بين الورثة,B) الرجوع على عمارة الربع مباشرة,C) رفع الأمر للقضاء الشرعي,D) توزيع باقي التركة فقط,E) إبطال الوصية,F) ترك الأمر كما هو,C,Beginner
139494_1,"توفي عن: أب، أم، ابن، أختان.
ما هو الشرط الذي يجعل الابن لا يكون كسائر الورثة في التركة بعد وفاة الأب؟",A) إذا كان قد أخذ مالاً من أبيه قبل وفاته.,B) إذا كان قد تنازل عن حقه قبل وفاة أبيه.,C) إذا كان قد ساعد في تجهيز أخواته.,D) إذا تنازل عن حقه بعد وفاة أبيه.,E) إذا اعترضت الأم أو الأخوات على نصيبه.,F) إذا كان هو العائل الوحيد للأسرة.,D,Beginner
500140_3,توفي عن ثلاثة ذكور، وخمس بنات. توفي أحد الذكور قبل قسمة التركة ولم يكن متزوجا. ما هو حكم نصيب الأخ الذي توفي قبل قسمة التركة؟,A) يضاف إلى التركة الأصلية ويقسم على جميع الورثة الأصليين,B) يذهب لبيت مال المسلمين,C) يقسم على ورثته,D) يسقط حقه في الميراث,E) يقسم على الباقين من الإخوة فقط,F) يقسم على الباقين من الأخوات فقط,C,Beginner
504226_5,"توفيت عن أم، وثلاث أخوات شقيقات، وخمسة أبناء عم، وثلاث بنات عم.
إذا كانت التركة 1000 جنيه، فكم نصيب الأم؟",A) 100 جنيه,B) 125 جنيه,C) 166.67 جنيه,D) 200 جنيه,E) 250 جنيه,F) 333.33 جنيه,C,Advanced
179893_1,توفي عن ورثة (منهم أخ وكيل وأخ آخر يطلب نصيبه): ما حكم منع الوكيل لأحد الورثة غير المحجور عليه من نصيبه إذا طلبه؟,A) يجوز إذا كان الوكيل وصياً على قاصرين,B) لا يجوز له ذلك,C) يجوز إذا كان الوارث قد طلب التخارج,D) يجوز إذا كان المبلغ أقل من 10% من حصته,E) يجوز إذا كان المال إيجارات وأرباح أسهم,F) يجوز إذا كان الوكيل يتحايل على المحكمة,B,Intermediate
60792_7,"توفي عن زوجة وأب وأم وثلاثة أبناء وبنتين.
ما هو سبب حجب الأبناء والبنات (الإخوة والأخوات) من ميراث المتوفى؟",A) وجود الزوجة,B) وجود الأم,C) وجود الأب,D) وجود الأبناء الذكور فقط,E) وجود البنات فقط,F) وجود الزوجة والأم والأب,C,Beginner
215323_4,توفي عن أب، أخ شقيق (1)، أم، بنت (2)، زوجة (1)، أخت شقيقة (5): ما نصيب الأب؟,A) السدس,B) الثلث,C) الربع,D) الثمن,E) النصف,F) لا يرث,A,Beginner
142649_5,توفي عن أخ لأب وأب. ما نصيب الأخ لأب؟,A) يرث بالتعصيب,B) يرث بالفرض,C) لا يرث,D) يرث نصف المال,E) يرث كل المال,F) يرث مع الأب,C,Beginner
464572_1,"توفي عن زوجة وبنت وإخوة لأب وإخوة لأم.
ما نصيب الزوجة؟",A) الربع,B) الثمن,C) السدس,D) النصف,E) لا ترث,F) الثلث,B,Beginner
15603_1,توفيت عن زوج وأم وأب وأخ. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوج: حقه، الأم: ثلث الباقي، الأب: ما بقي، الأخ: ساقط بالأب.,B) الزوج: النصف، الأم: الثلث، الأب: السدس، الأخ: لا شيء.,C) الزوج: حقه، الأم: ثلث الباقي، الأب: ما بقي، الأخ: الباقي.,D) الزوج: حقه، الأم: الثلث، الأب: ما بقي، الأخ: ساقط بالأب.,E) الزوج: حقه، الأم: ثلث الباقي، الأب: الثلث، الأخ: ساقط بالأب.,F) الزوج: حقه، الأم: لا شيء، الأب: ما بقي، الأخ: ساقط بالأب.,A,Advanced
